eui,deveui,payload,date,temperature,humidity,sound,movement,flame,lux,emergency
ebb8ea18-e3bc-4808-bf52-13aaf68f2d99,542466984-0,65cc9a6cfc13ae5dde55c002,2024-02-08T09:55:52Z,142,151,221,1,1,72,0
b6c0cb81-01c6-4fea-b2a3-6937667f2649,568688863-9,65cc9a6cfc13ae5dde55c003,2024-02-10T15:06:56Z,149,69,4,0,0,78,0
5fdafe7a-c3e1-4f01-814d-9972bb68ca7e,019882815-2,65cc9a6cfc13ae5dde55c004,2024-02-10T20:31:05Z,236,201,213,1,1,195,0
ba5db7b4-3a35-40c6-9166-cdb9b25fc0ed,773688935-X,65cc9a6cfc13ae5dde55c005,2024-02-12T16:43:35Z,107,79,39,0,1,5,0
f4c8ed0e-54c2-4091-a292-df1c8e070c16,773230626-0,65cc9a6cfc13ae5dde55c006,2024-02-10T03:00:45Z,209,34,128,0,0,90,1
d327640b-0df2-46c1-a9b1-2f2d48f922c0,973495260-9,65cc9a6cfc13ae5dde55c007,2024-02-13T19:46:10Z,182,13,169,1,0,39,0
9ed7e72a-3e7a-49c7-b2ac-c20dffd46c36,068776045-3,65cc9a6cfc13ae5dde55c008,2024-02-07T06:22:35Z,223,235,67,0,0,86,0
a1bc2990-e13e-4526-914e-3385fdd375d3,108481243-6,65cc9a6cfc13ae5dde55c009,2024-02-10T20:54:11Z,92,30,27,0,1,102,1
2fbdd9b9-dc8a-4e30-9651-10236833737d,900982927-8,65cc9a6cfc13ae5dde55c00a,2024-02-10T20:02:57Z,186,218,247,0,1,32,0
c4897946-b646-48d0-a811-6da67ea50ffa,401705073-5,65cc9a6cfc13ae5dde55c00b,2024-02-07T14:41:48Z,238,91,243,0,0,192,0
4eb2df82-b718-419c-a7c5-c939ccbdddd5,898388446-0,65cc9a6cfc13ae5dde55c00c,2024-02-12T11:31:23Z,240,149,184,0,1,247,0
0a66d872-ed70-4faa-9de5-0189b9d426ef,565069116-9,65cc9a6cfc13ae5dde55c00d,2024-02-09T08:21:05Z,82,119,3,0,1,149,1
f5b2ff93-3da4-44b8-ba5a-b66caeee8172,161251392-1,65cc9a6cfc13ae5dde55c00e,2024-02-07T04:25:01Z,83,44,39,1,0,22,1
30e8e9f8-5864-4289-84bc-0162656c6cfb,161666097-X,65cc9a6cfc13ae5dde55c00f,2024-02-13T18:41:35Z,8,186,32,1,0,38,0
88cab8dc-8a71-46f1-ad82-55180a082011,618483250-6,65cc9a6cfc13ae5dde55c010,2024-02-13T00:59:31Z,247,212,209,0,1,197,1
54d2444f-0529-448f-bcd0-f8e91e73f6cf,482400741-0,65cc9a6cfc13ae5dde55c011,2024-02-07T00:26:58Z,202,36,156,1,1,22,0
6533693c-5eb1-4944-ada6-bc6d0cb55ae1,466023878-4,65cc9a6cfc13ae5dde55c012,2024-02-12T02:16:13Z,61,10,54,1,0,156,1
c1123077-b0a7-47c5-80d4-57857a798b94,855313117-3,65cc9a6cfc13ae5dde55c013,2024-02-11T14:57:56Z,203,121,70,1,0,165,0
cf84714b-326f-4cdc-9b86-4e33f1145373,629212539-4,65cc9a6cfc13ae5dde55c014,2024-02-13T08:37:17Z,249,66,15,1,1,233,0
94ad61cc-b245-474e-9d74-869b73db0346,812178573-1,65cc9a6cfc13ae5dde55c015,2024-02-12T08:14:15Z,242,66,183,0,0,60,1
54e546da-184f-43ef-a8cb-8f40a738a590,967443793-2,65cc9a6cfc13ae5dde55c016,2024-02-09T01:11:28Z,211,199,17,1,1,22,0
ced4762e-3faa-4374-a7fc-84e16c83bb33,314640362-5,65cc9a6cfc13ae5dde55c017,2024-02-12T07:37:44Z,191,51,226,1,1,226,1
840edaf0-e761-4b77-91bc-8fe73eb04dd1,710356069-2,65cc9a6cfc13ae5dde55c018,2024-02-12T11:36:23Z,25,195,46,1,1,190,1
6d4cf15f-a4c4-4b85-92e5-61a520acc652,628162958-2,65cc9a6cfc13ae5dde55c019,2024-02-11T06:20:32Z,114,108,102,0,0,217,0
97590540-d2eb-427c-b527-c39a166ac261,391656142-1,65cc9a6cfc13ae5dde55c01a,2024-02-08T18:05:50Z,64,142,4,1,0,97,0
5bbee13b-7777-44f1-a931-683f139bce0c,429180214-5,65cc9a6cfc13ae5dde55c01b,2024-02-09T16:14:27Z,216,59,16,1,1,82,1
bc6fa83e-77b9-4f49-8362-69b60b533139,935472772-7,65cc9a6cfc13ae5dde55c01c,2024-02-09T11:53:53Z,144,89,195,0,1,111,0
f1ef83af-f672-4868-9088-8b9e1f8b1c05,552559361-0,65cc9a6cfc13ae5dde55c01d,2024-02-13T11:38:15Z,168,67,68,1,0,74,0
c672ccc9-f26e-45d1-8968-45d374708051,334649729-1,65cc9a6cfc13ae5dde55c01e,2024-02-08T14:01:05Z,173,108,93,0,0,155,0
e3e77683-3592-4621-97a4-2ef42c686f22,163892228-4,65cc9a6cfc13ae5dde55c01f,2024-02-13T21:15:33Z,115,187,20,1,1,143,0
c59f794e-0bb7-4bf5-9598-f6f7aaf3f73a,478288422-2,65cc9a6cfc13ae5dde55c020,2024-02-09T03:27:43Z,51,66,196,0,0,236,1
ff4a5d99-562a-4438-a46b-7929aaf34742,776581082-0,65cc9a6cfc13ae5dde55c021,2024-02-12T05:47:44Z,9,108,180,0,1,171,1
eeca0426-0c19-4761-988f-301bc8a5902b,333178765-5,65cc9a6cfc13ae5dde55c022,2024-02-10T06:25:48Z,2,34,109,1,0,93,1
c644a7fa-f07a-403e-8784-24db8fe9575a,022099413-7,65cc9a6cfc13ae5dde55c023,2024-02-10T14:07:14Z,99,75,182,1,1,24,0
656465ac-8d65-41ba-85b6-7c366ce3db85,770970948-6,65cc9a6cfc13ae5dde55c024,2024-02-12T01:09:52Z,237,147,135,1,1,180,1
7f0ce869-f2f1-48ad-bf8f-95abd19e95e3,123193638-X,65cc9a6cfc13ae5dde55c025,2024-02-08T15:53:37Z,116,88,20,1,0,67,0
af7c745e-1a78-4608-b6d3-752484631854,668538390-9,65cc9a6cfc13ae5dde55c026,2024-02-08T08:06:57Z,177,9,6,0,1,192,0
eefefea6-da6f-47d7-911d-380d4e9ce690,692041546-1,65cc9a6cfc13ae5dde55c027,2024-02-07T16:08:03Z,56,157,40,0,1,89,0
38dd1f79-f8e3-4a29-bf08-6c7a6de7bd6e,486369295-1,65cc9a6cfc13ae5dde55c028,2024-02-13T03:15:35Z,88,115,223,1,1,209,0
59294136-7820-4112-88b5-815969492648,054779994-2,65cc9a6cfc13ae5dde55c029,2024-02-10T10:10:13Z,106,99,22,0,1,236,0
ce7e51ec-42fc-4a3a-a529-0647af3512bf,483403350-3,65cc9a6cfc13ae5dde55c02a,2024-02-11T07:11:06Z,62,218,225,0,1,83,0
8ebdfd8a-a70e-4a07-a17b-4a6d12baed85,151199229-8,65cc9a6cfc13ae5dde55c02b,2024-02-08T07:26:18Z,159,200,181,0,0,150,0
26758010-467c-4767-810a-305f6b4f2f6e,309836161-1,65cc9a6cfc13ae5dde55c02c,2024-02-11T09:08:05Z,225,54,23,0,0,76,0
9c621a69-7f5f-46c4-96a0-c3e51c948375,376788300-7,65cc9a6cfc13ae5dde55c02d,2024-02-11T09:10:41Z,94,85,72,1,1,83,1
8d367a9d-80a2-4118-b119-b5010234f2f7,274194394-X,65cc9a6cfc13ae5dde55c02e,2024-02-08T11:28:45Z,112,227,26,0,0,25,0
77404ae3-f683-48f7-a2f4-09e1e194ada0,228028028-0,65cc9a6cfc13ae5dde55c02f,2024-02-12T02:14:46Z,132,0,90,0,0,245,1
42303af3-4b2d-43fd-a127-e72eb36bc3f8,962178461-1,65cc9a6cfc13ae5dde55c030,2024-02-13T15:10:45Z,156,87,76,1,0,89,0
617f700b-9763-4d9e-a6c8-a3295f5089db,570671135-6,65cc9a6cfc13ae5dde55c031,2024-02-07T14:20:58Z,55,158,101,0,0,201,1
f9aea884-f19d-41aa-959a-af983336d6f7,788531607-6,65cc9a6cfc13ae5dde55c032,2024-02-13T02:59:43Z,95,105,234,1,0,143,1
79e11c15-1c23-4736-b2fc-75efc41fe566,486018770-9,65cc9a6cfc13ae5dde55c033,2024-02-12T07:51:00Z,64,0,186,0,1,146,1
5d65363d-ef5b-4c8d-bebb-7ce4ec38b067,835377207-8,65cc9a6cfc13ae5dde55c034,2024-02-08T00:16:20Z,162,181,206,1,1,213,1
db152d80-4cbe-41af-b480-a56bc641fb3d,384696561-8,65cc9a6cfc13ae5dde55c035,2024-02-12T02:38:12Z,192,142,161,0,0,136,1
68ca693a-d8a3-4fe4-95f8-ad64268a00ac,970623982-0,65cc9a6cfc13ae5dde55c036,2024-02-10T11:02:16Z,151,20,118,1,0,48,1
ae95cfb4-274d-4641-80d3-7de0e5f63d02,561584251-2,65cc9a6cfc13ae5dde55c037,2024-02-08T06:33:11Z,180,186,250,0,0,107,1
5c342ffc-8194-4f8c-9833-90bbde8eebc4,448057056-X,65cc9a6cfc13ae5dde55c038,2024-02-11T17:16:38Z,202,180,167,0,1,12,0
d858e307-b1ae-4bbc-b1d4-9c96b87fe7df,574254025-6,65cc9a6cfc13ae5dde55c039,2024-02-11T01:35:25Z,162,15,56,1,1,220,0
e77b021f-c2cb-4938-8b45-561c3b3e7070,693046839-8,65cc9a6cfc13ae5dde55c03a,2024-02-09T07:34:13Z,150,21,214,0,1,179,1
a6d2254f-f3e5-4ce1-9f14-15a0de543db1,235752953-9,65cc9a6cfc13ae5dde55c03b,2024-02-08T20:00:42Z,2,189,181,0,0,127,1
91d5dfe3-5a32-4d51-9350-7296fcb0395f,242066605-4,65cc9a6cfc13ae5dde55c03c,2024-02-13T19:32:28Z,231,103,240,1,1,79,1
e1337b1d-836e-43ba-a379-e92c70afd177,013735725-7,65cc9a6cfc13ae5dde55c03d,2024-02-12T10:50:48Z,23,252,178,1,0,154,1
82227a3d-0769-4512-97e9-0e75d95ff8e6,942981136-3,65cc9a6cfc13ae5dde55c03e,2024-02-10T08:38:54Z,196,51,182,1,0,167,1
27408ef4-c26e-4fbc-9381-10cae4358ee1,257565320-7,65cc9a6cfc13ae5dde55c03f,2024-02-09T18:18:38Z,37,176,179,1,0,58,1
840fee97-2d2f-45f2-b0e7-d510444ab29a,697001047-3,65cc9a6cfc13ae5dde55c040,2024-02-13T10:50:06Z,109,39,159,0,0,213,1
fc71fc08-0b0a-456a-97ee-d0907a67552c,644298156-8,65cc9a6cfc13ae5dde55c041,2024-02-11T13:38:56Z,169,123,65,1,0,81,0
64fead8c-0f04-4bd2-8a70-860d9bdc1b0d,800481312-7,65cc9a6cfc13ae5dde55c042,2024-02-07T06:56:50Z,17,213,16,0,0,78,0
6f4cd692-5716-4dfb-8944-823fec935608,916528646-4,65cc9a6cfc13ae5dde55c043,2024-02-08T21:28:14Z,180,32,51,1,1,228,1
4e4887af-a403-498e-95c5-0fe56160e90e,340325344-9,65cc9a6cfc13ae5dde55c044,2024-02-11T21:51:31Z,207,123,198,1,0,38,0
58e9022c-36a5-4182-86de-3658571ff62d,322088714-7,65cc9a6cfc13ae5dde55c045,2024-02-08T20:56:24Z,225,143,145,1,0,5,0
31b0319f-3290-4fa5-8e67-3df82eb0698b,473977637-5,65cc9a6cfc13ae5dde55c046,2024-02-08T04:18:37Z,195,53,192,1,0,111,0
444fc42e-f8dd-4ba5-9fc6-ac750ce5cd9d,553496494-4,65cc9a6cfc13ae5dde55c047,2024-02-10T16:51:48Z,34,155,237,0,1,202,0
cb0ed567-e6ca-474f-a76b-ff2aecda97ff,617807086-1,65cc9a6cfc13ae5dde55c048,2024-02-10T14:30:11Z,211,254,81,1,1,152,0
a9f9422d-9767-4443-a580-692b59f751d6,245165843-6,65cc9a6cfc13ae5dde55c049,2024-02-07T07:27:30Z,165,239,97,1,0,226,0
f34ac30d-202a-4620-83b2-0e14530d70d4,333459045-3,65cc9a6cfc13ae5dde55c04a,2024-02-11T15:33:05Z,38,186,86,1,1,215,0
4ea472d3-1901-4444-8cfd-1bf16fdc0d3f,106099614-6,65cc9a6cfc13ae5dde55c04b,2024-02-07T12:58:20Z,173,107,177,1,1,83,1
bc1b83db-8210-4bc0-9106-289a3407f37d,830026888-X,65cc9a6cfc13ae5dde55c04c,2024-02-09T08:20:44Z,101,15,217,0,0,55,0
d6ce1fcf-6905-4c8a-97a4-3a6acd66cb62,640383343-X,65cc9a6cfc13ae5dde55c04d,2024-02-09T00:58:11Z,49,192,244,0,0,234,1
d4caa7b2-43ef-472b-912f-82a2b206fcba,622475414-4,65cc9a6cfc13ae5dde55c04e,2024-02-10T22:59:46Z,67,252,204,1,1,100,1
92fe3ad9-4672-42f7-9f3a-c3a97b2d953d,131522099-7,65cc9a6cfc13ae5dde55c04f,2024-02-12T01:26:46Z,212,141,72,1,1,66,1
b0cee5e4-cb30-4a17-ab15-6850bee00a0a,686474797-2,65cc9a6cfc13ae5dde55c050,2024-02-10T00:37:56Z,39,35,103,0,0,113,1
bd274ecc-70ae-4809-aab8-9b59e2cfcabc,169684882-2,65cc9a6cfc13ae5dde55c051,2024-02-13T01:55:02Z,154,245,223,0,1,44,1
8cb60e68-687a-45f4-944a-892b7ee2ae79,790827078-6,65cc9a6cfc13ae5dde55c052,2024-02-09T04:57:35Z,52,102,188,1,1,213,1
3399311a-202e-4a20-aa52-3497c6f999b1,202450877-4,65cc9a6cfc13ae5dde55c053,2024-02-12T20:45:14Z,63,210,53,1,1,161,1
f5be069d-b51f-4943-b820-4bd2a5ae1081,521728910-4,65cc9a6cfc13ae5dde55c054,2024-02-13T17:06:31Z,144,158,154,0,0,183,1
96b06298-e0ac-4ee0-b007-ccc61b0115d1,976786015-0,65cc9a6cfc13ae5dde55c055,2024-02-10T00:49:26Z,216,54,77,1,1,126,1
859511d1-5577-4739-bedd-86e407736be7,159048904-7,65cc9a6cfc13ae5dde55c056,2024-02-09T00:31:06Z,10,187,177,1,1,183,0
cc39cdd6-6528-4998-a8aa-85fce44e938d,829767221-2,65cc9a6cfc13ae5dde55c057,2024-02-07T10:06:30Z,160,142,53,0,1,103,1
d9eedd23-2212-47e3-9e81-8f9ffca8d176,884409029-5,65cc9a6cfc13ae5dde55c058,2024-02-10T20:05:33Z,210,170,8,1,0,185,1
32fa38e7-aca4-40a3-9afa-6d64d42037b8,665761129-3,65cc9a6cfc13ae5dde55c059,2024-02-08T13:04:13Z,70,35,37,0,0,148,0
cae7ac86-ed09-443e-a2ce-70f906903624,056491905-5,65cc9a6cfc13ae5dde55c05a,2024-02-12T18:31:26Z,128,76,129,0,0,133,0
99eca07c-028f-4d48-be9f-d37b47f02e2f,316621936-6,65cc9a6cfc13ae5dde55c05b,2024-02-11T10:58:49Z,14,235,243,0,0,40,1
a3d7edf7-c44f-455a-ba3b-978c5d208697,299507200-2,65cc9a6cfc13ae5dde55c05c,2024-02-07T03:20:15Z,16,11,32,1,0,241,1
c06433e9-5b1d-4f59-acb2-4cc8cafd80f0,054407049-6,65cc9a6cfc13ae5dde55c05d,2024-02-08T18:27:10Z,189,244,240,0,0,187,1
4a2c4aaa-414a-43e9-80ba-a422e0d591bf,462657046-1,65cc9a6cfc13ae5dde55c05e,2024-02-08T10:58:05Z,134,213,147,0,1,79,0
67805a06-6b77-4a2a-b3d6-6d5bd060a492,617333115-2,65cc9a6cfc13ae5dde55c05f,2024-02-09T23:44:35Z,100,11,4,1,1,210,1
bc679812-e217-41f1-8c2d-d47f8d44d4c2,580191144-8,65cc9a6cfc13ae5dde55c060,2024-02-09T06:28:20Z,88,68,55,1,1,192,0
9cf8db73-e696-431f-b593-ac365af2b8af,288581068-8,65cc9a6cfc13ae5dde55c061,2024-02-11T02:29:10Z,146,162,221,0,0,59,1
438340c7-ad79-4354-b979-c23ddda89a11,717812528-4,65cc9a6cfc13ae5dde55c062,2024-02-12T08:55:25Z,98,5,62,0,1,91,0
88b5d31d-aac6-48a6-9a77-7e97a237ec77,529971419-X,65cc9a6cfc13ae5dde55c063,2024-02-10T13:49:57Z,202,9,165,0,1,184,1
c16b2dba-3b5b-43d7-bd03-2d8b3b6709a8,401759813-7,65cc9a6cfc13ae5dde55c064,2024-02-09T11:03:44Z,193,94,106,0,1,18,1
a68b201b-e778-421e-9c9d-ba7249962bf2,144393490-9,65cc9a6cfc13ae5dde55c065,2024-02-10T10:53:31Z,222,144,198,1,1,70,1
c82e4c94-2053-4afa-9e8c-be80f1ab1abd,179153451-1,65cc9a6cfc13ae5dde55c066,2024-02-07T00:05:54Z,137,130,194,1,1,173,0
9502a1bb-bc52-4953-8ff0-36535588793a,461505498-X,65cc9a6cfc13ae5dde55c067,2024-02-09T16:09:56Z,27,12,212,0,0,173,0
ea89cf5b-f99f-4d5a-b525-7026d27fb74a,783604308-8,65cc9a6cfc13ae5dde55c068,2024-02-12T06:31:47Z,17,40,29,0,1,38,0
e7928ed5-4c4e-4fd9-b4e9-66098a89561b,731141025-8,65cc9a6cfc13ae5dde55c069,2024-02-10T15:41:01Z,118,10,136,1,0,231,1
f02d6cb4-bcad-4a44-94be-1de5146c86cc,390787122-7,65cc9a6cfc13ae5dde55c06a,2024-02-11T22:04:46Z,110,95,213,1,1,9,0
2ca1c083-3ee4-41c9-b7f2-548953f31fff,715546697-2,65cc9a6cfc13ae5dde55c06b,2024-02-09T13:49:37Z,220,121,243,0,1,139,0
83824711-7004-4b43-ac2f-ae7cc86b45f6,357323681-2,65cc9a6cfc13ae5dde55c06c,2024-02-09T06:15:30Z,52,182,209,1,1,101,0
a58e9090-2cec-44fc-93d7-c61a3a29578d,932752113-7,65cc9a6cfc13ae5dde55c06d,2024-02-07T10:39:33Z,202,238,18,1,0,60,1
fc9d0d03-82d7-49b2-82c6-991c63c05295,519295051-1,65cc9a6cfc13ae5dde55c06e,2024-02-07T15:45:31Z,25,211,234,1,1,87,0
f12af08b-e2c3-425d-b72f-e033782110d8,121631050-5,65cc9a6cfc13ae5dde55c06f,2024-02-11T14:00:42Z,172,188,165,0,0,153,0
4c562ee7-66a8-4d5a-ba9f-fedd7cd584e7,958542227-1,65cc9a6cfc13ae5dde55c070,2024-02-13T06:25:22Z,161,111,14,0,0,203,1
7eef0465-6759-4a66-9b7d-659b3220a69c,084915108-2,65cc9a6cfc13ae5dde55c071,2024-02-10T08:33:06Z,49,121,113,1,0,32,0
f9f9711a-1e85-487a-a978-dca681c5fca3,945109213-7,65cc9a6cfc13ae5dde55c072,2024-02-13T14:14:22Z,247,10,12,1,1,34,1
5bd85d6b-914f-4cf0-b289-6ca89f1aa699,435276417-5,65cc9a6cfc13ae5dde55c073,2024-02-10T03:56:24Z,154,134,57,1,1,99,1
c6d13534-d642-4fa5-8961-e01200d65505,694953336-5,65cc9a6cfc13ae5dde55c074,2024-02-07T10:18:15Z,202,131,141,0,0,142,0
e6c2c5db-1228-4f65-8494-cc018159abc1,010047707-0,65cc9a6cfc13ae5dde55c075,2024-02-07T18:15:58Z,187,205,202,1,0,157,1
3cafb7f3-3a96-4274-962f-89adaab358d6,137197900-6,65cc9a6cfc13ae5dde55c076,2024-02-09T13:33:52Z,213,247,238,1,1,107,0
31f65833-e851-4e73-9150-a888181e27c9,036300309-6,65cc9a6cfc13ae5dde55c077,2024-02-08T23:40:22Z,89,244,187,1,0,187,1
94d2ea77-d07b-4de5-b849-5b3ed88be0ef,650243265-4,65cc9a6cfc13ae5dde55c078,2024-02-08T06:58:18Z,245,194,41,0,1,208,0
6284ddfd-5dda-4d77-a6c7-0d9984fbbc55,198650164-7,65cc9a6cfc13ae5dde55c079,2024-02-12T18:19:17Z,158,52,14,1,1,248,0
27782e97-a786-4504-a26c-31ff328f9f6f,971575316-7,65cc9a6cfc13ae5dde55c07a,2024-02-09T11:51:40Z,50,35,194,1,0,75,0
ebb442ea-6139-4349-9347-04b422b2cb7d,992184088-6,65cc9a6cfc13ae5dde55c07b,2024-02-07T16:33:00Z,9,173,86,1,1,185,0
df954a6e-51e5-4341-bf03-752ee65abdd2,096303187-2,65cc9a6cfc13ae5dde55c07c,2024-02-11T22:45:21Z,77,229,94,1,0,190,1
089f8636-7fa7-4329-967f-3650286fe42d,590138679-5,65cc9a6cfc13ae5dde55c07d,2024-02-09T16:53:15Z,41,117,121,1,1,152,0
a7cc1ffd-2e71-4581-81fe-cd084da4c9a4,509973654-8,65cc9a6cfc13ae5dde55c07e,2024-02-10T17:31:23Z,137,143,241,1,1,230,0
ebe7f4bb-075a-4209-aac0-ee626aaf59fb,829997223-X,65cc9a6cfc13ae5dde55c07f,2024-02-12T22:22:10Z,226,167,210,0,1,1,1
3ff23cda-fc5a-45ba-a192-64e58284559d,729010820-5,65cc9a6cfc13ae5dde55c080,2024-02-13T21:16:16Z,242,104,97,0,0,107,1
b0a88201-f33d-4c22-82c7-8c7bc3a3d984,423295856-8,65cc9a6cfc13ae5dde55c081,2024-02-08T05:51:51Z,235,51,73,1,0,28,1
2abc3731-c4c6-4c77-a1fe-ba7ab4d5ad03,780950965-9,65cc9a6cfc13ae5dde55c082,2024-02-13T07:21:09Z,95,231,164,0,1,39,1
df9ccb32-8417-4914-84c7-0da0df32551c,171078730-9,65cc9a6cfc13ae5dde55c083,2024-02-12T05:44:23Z,200,191,217,1,0,110,0
ae311997-9907-487d-b721-1364b9fbf0fa,437924298-6,65cc9a6cfc13ae5dde55c084,2024-02-07T07:37:48Z,78,101,150,1,0,135,0
8ae2704a-f1af-4a07-90ca-c5224e7d4982,354651278-2,65cc9a6cfc13ae5dde55c085,2024-02-09T17:02:31Z,167,205,243,1,1,43,1
991d960c-13a0-4cff-9822-e6e72d6d739d,252138800-9,65cc9a6cfc13ae5dde55c086,2024-02-10T01:51:11Z,226,24,255,1,0,185,0
e72377bd-ec77-4b97-887c-0c86cec6c9fa,100452682-2,65cc9a6cfc13ae5dde55c087,2024-02-12T14:09:41Z,162,160,7,1,0,181,1
276d4b8b-b3d6-466f-9f95-e4f2349c1c5a,558057036-8,65cc9a6cfc13ae5dde55c088,2024-02-09T05:44:00Z,20,113,199,0,0,80,1
d5f2c63f-2ac6-4033-8f6e-83a5f4c262a6,757162605-6,65cc9a6cfc13ae5dde55c089,2024-02-08T15:29:28Z,66,5,62,1,1,200,1
431e373e-c9a9-4cfd-9f32-91cd58831191,574078279-1,65cc9a6cfc13ae5dde55c08a,2024-02-12T05:33:09Z,139,140,243,1,1,215,0
d613518a-b198-434f-afde-c373cfc9c181,451445545-8,65cc9a6cfc13ae5dde55c08b,2024-02-10T21:18:30Z,135,173,52,1,0,63,1
250b59a6-8ad2-45e8-81bf-9fa96e85f7bd,099879411-2,65cc9a6cfc13ae5dde55c08c,2024-02-11T21:43:23Z,0,122,98,0,1,75,0
a89d2b74-b93d-4dd3-89b0-366fe7c7c99f,188808089-2,65cc9a6cfc13ae5dde55c08d,2024-02-11T02:08:55Z,169,133,69,0,1,18,1
9876059c-c192-43b1-80cc-40ca616a6eda,266227620-7,65cc9a6cfc13ae5dde55c08e,2024-02-12T17:45:34Z,146,203,222,0,0,220,1
d9b444f6-38f9-44a1-b536-e2c1ebd0c575,726747092-0,65cc9a6cfc13ae5dde55c08f,2024-02-12T13:44:16Z,14,15,92,1,1,169,1
cfbbbd39-841a-47ad-8a81-87898daaf5ea,058662606-9,65cc9a6cfc13ae5dde55c090,2024-02-10T13:47:38Z,95,7,30,0,0,40,0
33a66fb8-9ef6-4864-923e-37e490dda9ff,157462080-0,65cc9a6cfc13ae5dde55c091,2024-02-09T12:36:36Z,221,133,23,1,0,57,1
da83b141-f061-4ccf-9803-1db5c302f615,117089851-3,65cc9a6cfc13ae5dde55c092,2024-02-12T00:53:46Z,213,150,115,1,1,32,1
a89a6a7d-3c9c-4eef-88d1-2561ef4e8136,558826575-0,65cc9a6cfc13ae5dde55c093,2024-02-07T16:35:24Z,68,50,151,0,0,186,0
92314b64-e5c3-4f7e-8dd7-790bd5312fe9,359205829-0,65cc9a6cfc13ae5dde55c094,2024-02-12T20:13:54Z,50,250,70,1,1,145,1
e307624a-cb04-4663-8d8a-1aad0325049b,232392754-X,65cc9a6cfc13ae5dde55c095,2024-02-09T19:24:21Z,46,45,45,1,1,153,0
d96e8e52-2bce-44b9-80ab-a47b3dddb571,038996444-1,65cc9a6cfc13ae5dde55c096,2024-02-12T02:26:15Z,122,56,8,0,0,226,1
6e48f617-090b-420e-8fbd-e6821de29265,938062462-X,65cc9a6cfc13ae5dde55c097,2024-02-12T11:04:31Z,138,108,57,0,0,17,0
270bb409-77cd-44fd-a17c-5f8ca43979df,261124983-0,65cc9a6cfc13ae5dde55c098,2024-02-09T06:55:27Z,186,51,168,0,0,174,1
dde1c9e7-4e57-4eed-8c13-eb10930b59d1,741563548-5,65cc9a6cfc13ae5dde55c099,2024-02-12T09:12:01Z,111,159,184,0,1,249,0
619629e4-4465-4873-ad9e-ac2c4da3b68d,869685087-4,65cc9a6cfc13ae5dde55c09a,2024-02-07T00:40:30Z,227,232,127,0,1,217,0
dd77b5e7-0168-4a36-8f02-c4d0767c416a,287252339-1,65cc9a6cfc13ae5dde55c09b,2024-02-11T02:34:28Z,81,32,245,0,0,134,1
b683626f-7533-47bc-837e-22d50a107cb1,012448679-7,65cc9a6cfc13ae5dde55c09c,2024-02-08T10:26:01Z,156,186,223,1,0,198,1
3b5ac3eb-a165-4123-88d0-3463a7553f3b,670136209-5,65cc9a6cfc13ae5dde55c09d,2024-02-13T19:57:57Z,54,66,89,0,0,233,0
d3f6c3c5-c215-4fee-9953-0b25d726d151,134313208-8,65cc9a6cfc13ae5dde55c09e,2024-02-09T02:46:04Z,138,195,233,0,1,209,1
14f7a7f6-2873-42e4-85d0-c5009e7837c3,595302778-8,65cc9a6cfc13ae5dde55c09f,2024-02-12T02:40:58Z,147,233,253,0,1,192,0
10b2f7e6-d09d-49ca-baad-4fd6b212e477,351234053-9,65cc9a6cfc13ae5dde55c0a0,2024-02-07T22:49:40Z,108,155,153,1,1,162,1
072df394-09ff-43e7-a468-d1ef6f64a6da,019786535-6,65cc9a6cfc13ae5dde55c0a1,2024-02-07T04:04:22Z,254,2,168,1,0,96,1
7bc96476-fff4-4a37-85de-e975b2e8a72b,250421966-0,65cc9a6cfc13ae5dde55c0a2,2024-02-13T11:45:54Z,89,51,182,0,0,119,1
cb634279-7ec1-4f73-8027-51267931f160,147226910-1,65cc9a6cfc13ae5dde55c0a3,2024-02-10T12:29:38Z,233,214,202,0,0,69,0
8e5117d7-bb9e-4117-a875-59f50451a0c9,856571409-8,65cc9a6cfc13ae5dde55c0a4,2024-02-11T22:10:02Z,13,48,107,1,0,111,0
a663f686-3872-49f3-9c90-4dcefb183419,564263596-4,65cc9a6cfc13ae5dde55c0a5,2024-02-11T04:25:04Z,183,105,19,0,0,173,1
ff74710b-763f-4a10-9026-cc4dfbebcd97,265667111-6,65cc9a6cfc13ae5dde55c0a6,2024-02-13T14:43:58Z,96,210,56,1,0,187,0
f74db8de-179a-430f-b55e-35313e08ed8a,896803581-4,65cc9a6cfc13ae5dde55c0a7,2024-02-13T15:10:42Z,132,17,215,1,0,50,1
7118a302-7ffa-4d32-9222-f4a37d335ffe,319058984-4,65cc9a6cfc13ae5dde55c0a8,2024-02-11T08:51:02Z,249,186,175,1,1,132,0
c3655aad-c794-49e1-b7dd-c172e863b702,055453367-7,65cc9a6cfc13ae5dde55c0a9,2024-02-10T10:51:00Z,223,130,88,0,1,242,0
db54744b-2874-4de0-84e6-c38369c72719,740382839-9,65cc9a6cfc13ae5dde55c0aa,2024-02-12T10:50:43Z,224,170,191,0,1,216,1
2dc5a034-1cf5-451e-884a-09a8e3419ef5,681968781-8,65cc9a6cfc13ae5dde55c0ab,2024-02-08T01:47:41Z,238,46,105,0,1,98,1
253f813a-4f1a-4953-9d01-9e019e5029a9,466921614-7,65cc9a6cfc13ae5dde55c0ac,2024-02-07T23:53:43Z,177,57,165,1,0,132,1
